"genes","wildtype","Biofuel.Production.Strain","pstats","fold.change","l2fc","neg_pL10"
"YGL171W",17.438615880035,10.1601127055522,0.188665398395015,0.582621509381615,-0.779369130612383,0.724307742993748
"YPR194C",81.3209764042032,175.884836103351,0.0717458477070472,2.16284707686146,1.11293166379601,1.14420322867201
"YGR019W",87.6761388229625,135.010435599635,0.198975536404988,1.53987661195084,0.622814754518664,0.701200315838625
"YNL208W",406.094088857562,462.441559413929,0.65155299624128,1.1387547174471,0.187457030601143,0.18605025372103
"YJL188C",30.1641128052912,9.97108580964849,0.158736429851899,0.330561216038796,-1.59701062830555,0.799323391657043
"YLL057C",9.60452988847744,54.0911416454808,2.03516771153676e-05,5.63183646399747,2.49360544192881,4.69139979617154
"YBR296C",6.31240479565945,4.21734668354998,0.432520605659908,0.668104600397288,-0.581854101977485,0.363993197537379
"YNL277W",21.7745558720867,339.298219400094,0.00180764266877649,15.5823256002685,3.96183866086666,2.74288741584965
"YMR040W",25.5747217773411,10.9362466290454,0.391507097515674,0.427619378394755,-1.22560086184641,0.407260360339238
"YDR077W",2926.14693819796,5968.71421052405,0.103057071599011,2.03978622283399,1.02841796032509,0.98692220232186
"YMR266W",119.768162116105,103.856100810262,0.745865012930826,0.867142811372378,-0.205658481726551,0.12733976427514
"YKR064W",20.0871769443199,28.1570212208683,0.364540942251664,1.40174108581397,0.487219895206137,0.438253688209026
"YPL089C",41.1409343624361,53.9026728772187,0.538073812272108,1.31019564121603,0.389782254158132,0.269158144289643
"YGR277C",31.4840710278794,41.2762687668373,0.218433305319233,1.31102069774544,0.390690462294209,0.660681142461846
"YDL139C",3.66767590444907,11.322344431425,0.00268569155770639,3.08706241401822,1.62623465155825,2.57094386600756
"YDR246W",20.8749928197231,45.3921172073876,0.00624357499822087,2.17447342853695,1.12066607957587,2.20456666714219
"YOR288C",60.2270921298526,33.2667644350091,0.378314097486192,0.552355480873696,-0.856331049931155,0.42214747486801
"YCR028C",41.1988746134487,91.5174537817927,0.00768510758145604,2.2213580987457,1.15144198434835,2.11435004856688
"YML054C",160.465461918809,294.966419885642,0.322468038929942,1.83819257027962,0.878287912238812,0.491513323522405
"YLR179C",103.810689729497,409.532345683499,0.000343085751068226,3.94499204995778,1.98002239288815,3.46459731855398
"YOR141C",33.4407207863479,38.9918196480177,0.571979278100119,1.16599818219038,0.221565539355761,0.242619704720591
"YPL280W",0,2.63246268450034,0.000207650251791139,10,10,3.68266753793992
"YBL106C",18.2217859378015,99.8052000058402,0.00195324280576913,5.47724577308265,2.45345061793304,2.70924376661932
"YGL044C",14.4537663263586,91.24590844641,2.11506087778339e-05,6.31295029863666,2.65831439292053,4.67467712781381
"YER107C",23.7879637833919,50.5676261798654,0.00666036757045855,2.12576522481383,1.08798227057547,2.17650180244879
"YBR038W",55.4636751604365,42.4361623262344,0.574335711542477,0.765116307267447,-0.386249022684978,0.240834178941449
"YGR259C",0.0152722472495044,0.580381922069625,0.038483963341556,38.0023916970346,5.24801831294016,1.41472020771709
"YEL047C",111.459087639645,188.307648803755,0.0771811227532426,1.68947775180582,0.756577352235508,1.11248890803994
"YPR016C",94.722202708901,235.115938227031,0.00182196942034767,2.48216290904453,1.31159780537875,2.73945891643312
"YLR157C",0,0,NA,NA,NA,NA
"YDL055C",476.297246718873,254.90561743523,0.176762202986712,0.535181799162665,-0.901899042256761,0.75261059446542
"YML009C",17.0550824326012,31.6623667458485,0.0442675773151138,1.85647691067884,0.892567372259029,1.35391424552665
"YML072C",200.350540922379,221.574393785194,0.768010613845997,1.10593359401529,0.145264761285965,0.114632778011592
"YDR142C",21.4237285098146,36.1033246508884,0.122979405068849,1.68520267769211,0.752922113375766,0.910167612250395
"YFL044C",38.3724563337855,59.1164690765237,0.141695790984543,1.54059642578768,0.623488983352319,0.848643050100713
"YKL019W",56.5009891162415,83.0956241499627,0.189815664488191,1.47069326483838,0.55649638225489,0.721667950390985
"YJL130C",243.923343684177,369.211599273359,0.154523449831681,1.51363782447735,0.598020045920017,0.811005604525806
"YBL085W",40.580104186845,32.4620365909525,0.600039881764576,0.799949562511864,-0.322019055147283,0.221819883191909
"YBR116C",2.08181888628813,0.445121684513975,0.364362575579584,0.213813837239043,-2.225572872932,0.43846623667694
"YDR166C",33.6719102058207,44.7408735632409,0.407238939075298,1.32872989057528,0.410047857711715,0.390150702633446
"YDR082W",14.8510505486247,19.2884168413464,0.462523102820367,1.29879140726059,0.377169744969511,0.334866569569673
"YDR348C",54.2884418984849,39.2521506288754,0.509017413943616,0.723029603654381,-0.467873376935011,0.293267359804195
"YKL182W",718.239120887111,1575.7441736242,0.176033607992527,2.19389911771719,1.13349718767578,0.754404409615871
"YDR333C",38.3502161003333,50.0778583629358,0.419429542183404,1.30580381168962,0.384938157861502,0.377340983609851
"YPL027W",1.61178337542014,2.68848903108902,0.245023481330302,1.66802131855233,0.738137727615415,0.610792293906819
"YIR012W",40.5881030410097,45.5740521518762,0.643117454291217,1.12284262474225,0.167155736808672,0.191709703448651
"YLR363C",10.6333213320674,22.8688765548791,0.0264709893477596,2.15068047326966,1.10479319939069,1.57722982672875
"YDR179C",7.53191472913554,12.0334005011975,0.314821277729519,1.59765490369254,0.675955817215959,0.501935922792538
"YML089C",0.555802677429535,8.62337451151145,0.000938249961829877,15.5151726713384,3.95560784787371,3.02768144458296
"YLR431C",10.7652788199754,12.3853728621198,0.709145440518072,1.15049252966289,0.202251615936365,0.149264685075377
"YKR046C",239.586757286194,1134.65703614042,0.000236352676503515,4.7358921210534,2.24363621817255,3.62643947529834
"YJR005W",46.9206047350542,57.5850539751618,0.588057410681711,1.22728712258349,0.295472805536401,0.230580272690618
"YJL116C",28.3884739072695,959.513207163254,0.00559623431825048,33.7993937362568,5.07892546383446,2.25210410958537
"YER030W",46.6993768871239,15.4645441354818,0.2305228866796,0.331150973874038,-1.59443899386241,0.637285950685459
"YHR041C",28.8543525674453,61.9907195738693,0.000981035732526288,2.14840098834204,1.10326329029806,3.00831517390815
"YJR072C",50.8911079733998,36.1705952812766,0.266722653991616,0.710744896734859,-0.492596259734814,0.57394009609968
"YDR047W",89.7246781905477,246.776770886574,5.78665544175808e-05,2.75037788781472,1.45962985115451,4.23757237631938
"YKR039W",10.5419718425318,211.902519424546,0.000311560221439006,20.100842858413,4.32918409192132,3.50645799616098
"YGL003C",22.6591964710608,58.2979689840604,0.00257127192173579,2.5728171366763,1.36334892097167,2.58985199264353
"YPL009C",35.0000351132265,57.0318578705443,0.0665772290925668,1.62948001869267,0.70441166130646,1.17667428389924
"YDR268W",14.8118142633735,22.194662894043,0.185884971119247,1.49844323587865,0.583464432621932,0.730755721706459
"YGL192W",73.6884453771464,384.358646679072,0.00011498151991562,5.21599614039729,2.3829428020399,3.93937195480812
"YDL117W",23.9291123287703,25.2825484636182,0.866089856070996,1.0565602315812,0.0793750136776019,0.0624370479695168
"YMR131C",37.92858823688,32.5058292666069,0.69802722975843,0.857027133823023,-0.222587213522489,0.156127635395223
"YMR293C",10.2324607517933,22.4628298942837,0.0124244978166703,2.19525199648061,1.13438655853313,1.905721155903
"YJL214W",5.32766987447734,20.2306323123631,3.94571418160885e-06,3.79727588026422,1.92496481766402,5.40387437723026
"YIL105C",33.6919472798702,35.4701406934633,0.905836775930299,1.05277799465914,0.0742012390490929,0.0429500514391322
"YML126C",406.317496288432,285.465196566344,0.439428712487118,0.702566833015975,-0.509292623896123,0.357111569474405
"YLR189C",43.304455737958,98.1459463173453,0.0316861436741037,2.26641680734291,1.18041320563749,1.4991306129071
"YIL150C",3.79077072115126,13.0461093600722,0.000194651761688588,3.441545353107,1.78305652209018,3.71074166136185
"YLR349W",2.42569625034362,5.13241552218839,0.0281320126029382,2.11585251923498,1.08123907112705,1.5507991966978
"YGL250W",24.50347142091,37.7448248418501,0.151745013934191,1.54038683717445,0.623292700265012,0.818885570146891
"YBR212W",108.208954288079,143.46351982686,0.470426245407147,1.32580081538284,0.406864045250957,0.327508456665049
"YJR109C",49.7078265473119,88.3545896967536,0.0882009257458553,1.77747843415881,0.829832055979215,1.05452685654384
"YLR254C",7.46589585132924,28.987530085981,0.00144836995869837,3.88265931687488,1.95704512382691,2.83912049166145
"YGR085C",111.813660774708,63.0443201364355,0.256630893612074,0.563833790072062,-0.826658154920442,0.590691063792569
"YPL105C",51.9318705158693,62.605429401259,0.523110353188524,1.20553002962079,0.269667588763249,0.281406684506781
"YGR145W",19.8284290762604,23.4295934039199,0.677286721573104,1.18161621951035,0.240761534572268,0.169227438795024
"YGR110W",30.6030697903008,57.9351101215646,0.118620085348267,1.89311433521373,0.920761545676913,0.925841767823607
"YKL177W",0.233027114832698,0.216532595505806,0.898881361682657,0.929216308845714,-0.105913619513398,0.0462976245811147
"YGL154C",15.4945423376763,43.3052194030151,0.000155226588560618,2.79486921647984,1.48278077496454,3.80903388696866
"YOR010C",4.14344256541553,448.416904190827,0.0726754928885972,108.223270169996,6.75786693061501,1.13861201414203
"YMR322C",0.0541245497762034,14.0049887752586,0.000237910883147112,258.754831830788,8.01544199265038,3.62358569086467
"YKL099C",10.9973273432498,16.4068943569904,0.213341476650205,1.49189833537701,0.577149227252182,0.670924703251005
"YDR315C",6.48511490610146,8.79320089661564,0.289538319637417,1.35590518039127,0.43925629310383,0.538293950396763
"YLR394W",15.1003599103168,44.3675294336524,0.00238873011267745,2.93817695055995,1.55492128425632,2.6218329156315
"YNL104C",130.710184595767,569.924156496057,1.02193568512646e-05,4.36021231443134,2.12439838672687,4.99057643538877
"YNL151C",20.0590537591808,15.0972540357228,0.409160851172111,0.752640389570368,-0.409967382854203,0.388105926605252
"YNR066C",11.4603132432552,7.24303020496264,0.618371330397157,0.632009793381993,-0.661981180861302,0.208750653855164
"YLR220W",46.2046202353208,234.689190417509,1.89675818695896e-05,5.07934464610322,2.34464236770443,4.72198803271879
"YIL045W",14.6621918780081,80.9023919701697,4.13211763613938e-05,5.51775564276414,2.46408156745988,4.38382732316428
"YMR232W",4.04722922169704,6.23510575090363,0.243715184963175,1.54058626516073,0.623479468378639,0.613117410740332
"YNL083W",16.821740821917,42.816944352439,0.00459438536279177,2.54533373244301,1.34785482823606,2.33777258033931
"YMR238W",94.3797078165824,105.237450879241,0.830230543826549,1.11504319428239,0.157099598011045,0.0808012931553837
"YER168C",31.3593831852616,39.66581734653,0.442075492625962,1.26487874816276,0.338999094161939,0.35450356044433
"YPL265W",117.647823832309,273.25746211383,0.102124666637349,2.32267332461093,1.21578625870761,0.990869348112366
"YOR227W",91.8874641514427,242.248835124415,0.00655118995716896,2.63636435461051,1.39854976953585,2.18367980765794
"YOR081C",34.524702586972,60.9851181103315,0.0436475536624812,1.76641979628072,0.820828245614128,1.36004009240877
"YEL026W",143.977512004252,72.666453784053,0.237811887110926,0.50470696966834,-0.986482085452286,0.623766440812138
"YGR050C",5.59601253751615,25.8852144618315,0.000328044428444313,4.62565340736726,2.20965717124753,3.48406733396655
"YDR021W",5.05013901467481,8.00327936655195,0.233484479363215,1.58476417051013,0.664268168220092,0.631741983410252
"YGL063W",7.44420451038829,25.9294034748582,3.46394161471529e-05,3.48316646038862,1.80039942091162,4.4604294366953
"YPL212C",33.6717558754312,22.2246327633136,0.292915939817338,0.6600378324651,-0.599379374741259,0.533256994360212
"YOL157C",2.90603718079823,60.6316062640411,0.000235573180138478,20.8640160093846,4.38294497657871,3.62787415522994
"YOR345C",0.102329125083388,0.188032287139845,0.257421028072808,1.8375246244568,0.877763583469364,0.589355979564596
"YPR095C",22.9486074877498,43.5138781753673,0.0306528664116856,1.89614460043362,0.923068988694928,1.51352890748909
"YOR310C",128.023556109347,31.1637141026773,0.0806537995387448,0.24342171901599,-2.0384701983281,1.09337516851256
"YDR188W",133.576954569839,128.01609053983,0.91136096725608,0.958369585173455,-0.0613459714181097,0.0403095757846273
"YAL027W",8.70294384821961,7.63828229360546,0.704020734679079,0.877666503061266,-0.188255248269261,0.152414549914563
"YGL236C",15.0494660133578,29.6235682849016,0.0825764975135136,1.96841324859021,0.977033131807815,1.08314354169397
"YHR133C",50.9373089187099,32.0899105295191,0.167607171958213,0.629988336854052,-0.666602975034452,0.775707401724626
"YDR017C",35.2304455294435,56.7019846748023,0.13402429932179,1.60945976761532,0.686576513574013,0.872816454585592
"YIL090W",38.2077067377313,96.2488622396824,0.00407380713022916,2.51909550343763,1.33290581827066,2.38999953602805
"YBR183W",57.2792828266173,218.277269970222,0.00471999051110342,3.81075424130119,1.9300765705514,2.3260588744548
"YOL048C",36.911270317507,64.7988058646237,0.219807200265135,1.7555290107122,0.811905837440429,0.657958085414805
"YCR007C",17.9828962319543,19.0036226271224,0.878548307876399,1.0567609567448,0.0796490706459085,0.0562343533862812
"YDR540C",10.2132409278392,7.12184697063433,0.564496251770025,0.697315085481009,-0.520117402143729,0.24833893742546
"YEL004W",11.7019121486588,16.9321231123591,0.193189156022798,1.44695353180375,0.533018591176658,0.714017254792332
"YPR057W",23.8180397072315,27.0033927346439,0.679705220582219,1.13373699374786,0.181086000224062,0.167679394398258
"YLL032C",13.7449282880917,44.8086510760346,0.000506077478534887,3.26001344909568,1.70487791626728,3.29578298923865
"YDR116C",27.2839293326055,61.4025773331605,0.00693402749174105,2.25050345881748,1.17024778201518,2.15901444080368
"YDR299W",14.0063792770497,15.9842198767433,0.721365325927398,1.14120998443434,0.190564274211459,0.141844736872531
"YLR030W",4.94229011817213,31.3382717159626,7.58627893497748e-06,6.34084017057923,2.66467401222926,5.11997119304709
"YDR122W",55.0825800245553,72.4236366005739,0.449501214942612,1.31481925081011,0.394864484777715,0.347269130088352
"YOL062C",72.4180774749725,70.9223523354535,0.942016849239576,0.979345970071686,-0.0301094892631761,0.025941329196157
"YNL234W",8.64828088706354,32.1547760200648,0.00117534809709404,3.71805407802645,1.89454775399413,2.92983349147031
"YLR467W",0.103455090892791,0,0.0932478595035941,0,-10,1.03036112859645
"YJL194W",3.58432806063231,5.16470518954425,0.302596916719472,1.44091308110708,0.526983311752894,0.519135501489771
"YOL015W",9.84941040800526,32.7020899606257,0.0195479436808064,3.3202078709246,1.73127356836859,1.7088989208793
"YDL070W",128.450418694599,113.147390675548,0.792330908140502,0.880864319676255,-0.183008278244346,0.101093402292461
"YOR241W",32.5833238286782,32.5767013627329,0.999476814565402,0.999796752904028,-0.000293253379893166,0.000227276006191564
"YLR056W",246.155370851379,1062.639163526,0.00822124506381091,4.31694486230645,2.11001066625662,2.08506240589113
"YPR039W",0.0929884089397648,0.0389602274354003,0.376866248455421,0.418979396245371,-1.25504879527179,0.423812755535073
"YKL110C",24.2011601725551,37.2810761232255,0.241055013857682,1.54046648414415,0.623367294071504,0.617883830917839
"YBR280C",29.4675005173094,81.0009416536358,0.00305957835114804,2.74882294838869,1.45881398589503,2.51433842070379
"YLR204W",45.9861487638213,62.291305910304,0.381570514722355,1.35456670290491,0.437831437896302,0.418425192112913
"YML097C",18.1183211341116,19.0409547104752,0.87315672163478,1.05092268591192,0.0716565372789022,0.0589077984106744
"YKR007W",13.9823927240242,22.130028419648,0.0676265306293847,1.58270682682405,0.662394042172401,1.16988289214234
"YDL096C",2.78470724516626,0.0686273783321873,0.100911907761045,0.0246443781303445,-5.34259761288761,0.996057583319276
"YHR193C",363.059710448255,259.752879779019,0.462501429760418,0.715454985237312,-0.483067096094569,0.334886920360408
"YBL099W",373.972670478152,2281.9245683901,1.96308810369978e-05,6.10184847323867,2.60924635401991,4.70706020875862
"YJR035W",10.3592733132829,21.5571140982129,0.0346522480841926,2.08094848415399,1.05724125023638,1.46026858503806
"YOR126C",24.6020295564435,21.6411664550242,0.678632214544097,0.879649640505215,-0.184999074039254,0.16836552832387
"YMR023C",16.5694112405554,25.5667428901896,0.16236779510468,1.54300853053923,0.625746037885722,0.789500106839335
"YOR119C",20.9293361100063,22.3294419840396,0.866145767040265,1.06689681252545,0.0934206492114082,0.0624090127240619
"YNL187W",7.50518996182715,31.8709641158634,7.38075356726463e-05,4.24652330959846,2.0862821690864,4.1318992948982
"YMR141C",6.18155831641102,16.6505583660558,0.00364170680774158,2.69358590727055,1.42952807817749,2.43869502199677
"YLL014W",34.4224399328707,29.1894298601584,0.600838037852762,0.847976782502417,-0.237903330366784,0.221242580819743
"YBL062W",0.0463750561269773,0.0189330060138736,0.268052273535918,0.408258395677928,-1.29244554032301,0.571780504872487
"YCR061W",79.5269272815168,58.1381508036862,0.525080584226961,0.731049881983789,-0.451958245432774,0.279774040214158
"YOR199W",19.3391725718518,1.04373953371466,0.11687394021906,0.0539702270010158,-4.21169243441616,0.932282314165209
"YPR115W",43.5927495948926,92.1767565297307,0.0250730890900567,2.11449741955553,1.08031479976292,1.60079215618462
"YHR088W",24.030978424409,25.4551035118289,0.878321296284837,1.05926205176787,0.0830595430769074,0.0563465869656643
"YBR017C",50.6477521278816,86.4162823274796,0.0584171401300733,1.7062214747317,0.770804926702306,1.23345970816579
"YPR162C",16.0584938488431,41.3712041587456,0.000853115897008239,2.57628172032622,1.3652903629768,3.06899196530134
"YGR166W",25.7469418922251,37.9395345925401,0.425036064399071,1.4735549857281,0.559300895655114,0.371574218408501
"YDL161W",32.133292915355,38.9505082042722,0.50617257907112,1.21215426961921,0.277573320800339,0.295701385611314
"YKL050C",6.11407772120732,10.3874614082392,0.157560407894645,1.69894166902871,0.764636320298676,0.802552903553653
"YJR055W",7.33905669588344,7.75891464402507,0.881429546981108,1.057208707541,0.0802602126824419,0.05481239531036
"YGL099W",21.8581759891931,17.5895880589642,0.393634690246094,0.804714358035212,-0.313451320822899,0.404906635041061
"YFL030W",143.670706140413,1342.74151657133,0.000301521361510313,9.34596587323121,3.22434376921534,3.52068191451082
"YIL119C",6.79580784989404,57.7046675692556,0.0020532265133803,8.49121529681792,3.08597105286154,2.68756313631639
"YPL193W",11.6474747591489,15.0673541735559,0.286487241058263,1.29361552483475,0.371408897983972,0.542894714923044
"YNL005C",42.430260207004,85.3919242925265,0.038513786822079,2.01252417203962,1.00900611126316,1.41438377779174
"YGL217C",0.156622424715761,0.559856227079847,0.0265111175765522,3.57455982497957,1.83776559785826,1.57657196419073
"YJL144W",24.4863846736175,204.362593261498,0.00161194897462349,8.34596842226715,3.06107946204334,2.79264870967124
"YLR379W",17.3370999622628,9.02612450130627,0.0762453722584152,0.520624817354298,-0.941684010535651,1.1177865108484
"YJR139C",204.213598511706,526.249623081638,0.000347748681357995,2.57695680854217,1.36566835690098,3.45873450815125
"YBR133C",45.099342375025,90.2862203922345,0.0244504931797705,2.00194095163199,1.00139942170436,1.61171237649567
"YBR162C",263.735647422555,927.33861365299,0.00185636162259798,3.51616712687768,1.81400364482357,2.73133741852612
"YNL331C",4.1615186487406,5.256157869406,0.541923071387116,1.2630384032994,0.336898505639552,0.266062359297953
"YJL079C",37.069054109829,2600.45204633705,0.0112910754027406,70.1515619641217,6.13240332150952,1.94726469233243
"SCER_lnc1695",50.5249215432921,235.311679311112,0.146348325075841,4.65733883642919,2.21950584669622,0.834612243605881
"YGL019W",51.4195286585772,86.8117363767968,0.00843217852580132,1.68830284215987,0.755573713105668,2.07406020716597
"YGR201C",26.2322873705092,229.801192636015,0.00322120919156659,8.76024226901241,3.13097076885266,2.49198107033928
"YNL172W",24.8898775181646,25.1580376200177,0.97850023488482,1.01077386185036,0.0154602624439679,0.00943906575542428
"YNL058C",12.6366318726771,22.0016561764779,0.0985149974668042,1.7411012996311,0.80000014338184,1.00649764948948
"YPL160W",121.176982582799,119.373103846964,0.961958486877203,0.985113684980541,-0.0216378695127526,0.0168436694478095
"YNL023C",28.7766958421909,36.9147991865875,0.517773799677975,1.28280186818616,0.359298359937529,0.285859929457665
"YDR214W",118.939188531598,273.01988397286,0.00218466437023308,2.29545776580045,1.19878188810308,2.66061527418641
"YIL126W",44.0732477362232,42.2438840390711,0.89076485959202,0.958492650505341,-0.0611607251954478,0.0502369240878201
"YLR295C",60.5262680348833,131.936918419741,0.0403347550904602,2.17982906766532,1.12421500981868,1.3943205757158
"YHR168W",9.11123878312481,22.5272973107382,0.000822520322747974,2.47247359518902,1.30595511378792,3.0848533627418
"YOR064C",11.7437167636791,51.7538925788742,0.000194915826102639,4.40694318675484,2.13977829785987,3.71015289710605
"YOR159C",17.2625700098486,17.3517824141603,0.990199188197179,1.00516796770474,0.00743660182875949,0.0042774340554641
"YOL081W",101.023926589292,187.874285493892,0.071385282414188,1.8597008831154,0.895070594909384,1.14639131798795
"YOL036W",40.6446486515577,54.5678000476104,0.450728288001506,1.34255804535092,0.424984464322134,0.346085184468556
"YGL148W",117.73750357372,93.2050686817666,0.367251871189992,0.791634490733085,-0.337093624334209,0.435035982752362
"YBR282W",18.3721892300576,30.245500614015,0.130561673467286,1.64626546326511,0.719196991686719,0.884184292008182
"YDR194C",54.456915641321,69.8511933510815,0.475747608625975,1.28268728642574,0.359169490526912,0.322623386042841
"YOL114C",1.92189478178554,7.09612706579826,0.00612113265642474,3.69225575356711,1.88450248841805,2.21316820842289
