"genes","X30.deg","X37.deg","pstats","fold.change","l2fc","neg_pL10"
"YKL083W",2.36249051891048,1.87263496608321,0.144821544268477,0.792652902136014,-0.335238838025136,0.839166825839693
"YOR009W",3.90507043021907,3.55479266926526,0.425018053854355,0.910301807044704,-0.135583150302891,0.371592621660763
"YKL029C",46.5113977761903,53.7892647963386,0.260032970754085,1.15647491514164,0.209733973113532,0.584971582380188
"YPL166W",3.7288421211117,3.86523655281942,0.868606454418247,1.03657822650508,0.0518289951085966,0.0611769478176607
"YKL052C",16.7314468616104,16.7924327613782,0.962445165467981,1.00364498660948,0.00524904355982692,0.0166240046901754
"YHR025W",53.5170028878147,52.8232108686925,0.885555687122226,0.987036044963569,-0.0188253243488852,0.0527841235202425
"YOL034W",14.5749315321239,13.9946383625926,0.780719436071793,0.960185530322918,-0.0586148996622167,0.10750500870543
"YBL008W",14.046986323676,20.0659717539601,0.000882925334646085,1.42848944902432,0.514490380413939,3.0540760213627
"YIL062C",40.3169052347718,35.7306603702234,0.0967501377769924,0.886245116339115,-0.174222322496002,1.01434840785174
"YCL023C",0.240596883265077,0.138014505127594,0.458805320167089,0.573633802959687,-0.801798053543842,0.338371554794716
"YOL116W",11.5835268476694,15.3848902624004,0.0126955751867266,1.32816977633162,0.409439574257357,1.89634761816461
"YDR196C",18.0660819360182,17.4594528403337,0.729737143444932,0.966421657012688,-0.0492753098076522,0.13683354770015
"YNL255C",80.2409577135188,64.0615958411327,0.013798868693913,0.798365294565019,-0.324879087698156,1.86015651795608
"YNR032W",19.3144023496146,24.7041247632818,0.0102646650953664,1.27905199012149,0.35507490719534,1.98865521576315
"YNR045W",11.1845866289399,9.53546957379531,0.205368001681514,0.852554492190392,-0.230136045970047,0.687467222743181
"YML105C",21.1807785477239,19.9653287744307,0.622262382538519,0.942615434529256,-0.0852587904314976,0.206026452510218
"YNL288W",22.3834783602751,21.7084352523817,0.65464956626155,0.969841903164996,-0.0441785064631466,0.183991115528268
"YIL059C",0.658335474425792,0.355661454171002,0.0916250727986682,0.540243489812263,-0.888318312850526,1.03798566729164
"YIL004C",11.3491899868224,11.3696943056141,0.980638609500208,1.00180667684791,0.00260413202414966,0.00849101180083995
"YNR018W",30.9853313149328,38.2139085740787,0.0872072751862815,1.23329030068051,0.302512431578867,1.05944728294059
"YPL144W",15.2022432343049,17.7187784835611,0.131341864623487,1.16553709939185,0.220994926609039,0.881596822448127
"YFR047C",27.1213181798858,32.5993564214426,0.0907553706473455,1.20198274306665,0.265416183344538,1.04212766520655
"YHR078W",24.6191218611998,30.3520567009307,0.0166477232612632,1.23286512297444,0.302014975685986,1.77864515210837
"YJR115W",2.02407873014491,1.7459736560311,0.288496778106807,0.86260165181722,-0.213233616159918,0.539859032623495
"YLR355C",226.624367557992,178.114077413077,0.00530836226167965,0.785944068293973,-0.347501448136409,2.27503944698318
"YGR099W",22.1682954943384,23.8853197483635,0.4033929980334,1.07745404938614,0.107626343433795,0.3942716444025
"YLR300W",200.726789566706,173.37749302233,0.0377246276494527,0.863748647585044,-0.211316548285311,1.42337503811529
"YBL003C",135.049884063482,90.9243648937172,0.272741767702185,0.673265034799859,-0.570753552724088,0.564248349063985
"YJR140C",21.1484977748978,21.6117807181879,0.847533789329623,1.02190618682335,0.0312627598597226,0.0718429784029002
"YOR033C",23.305594204327,23.3821348772138,0.969339665559084,1.00328421889679,0.00473036278704519,0.0135240154882476
"YOR062C",18.7331655352815,16.0171383827159,0.529684050260483,0.855015045511112,-0.225978287879133,0.275983104255547
"YBR043C",33.5126174279387,48.3815595653735,0.0588009385657512,1.44368191083275,0.529752905510254,1.23061574176955
"YHR112C",18.0993863631004,29.4814158266419,0.000438492176665252,1.62886272690141,0.703865025248674,3.35803815067062
"YLR011W",0.03360091082661,0.0476861951018002,0.735652821688752,1.41919352567179,0.505071333225049,0.133327094898411
"YHR007C",167.471349056989,189.227602957343,0.0138284493725173,1.12991030419747,0.176208251555863,1.8592265159655
"YKR103W",8.58860059193267,7.01526169227417,0.454412939320898,0.816810796727892,-0.291926158785701,0.342549310669269
"YKR084C",31.9115669047802,34.5450127665221,0.197320838835592,1.08252323897475,0.114397996216441,0.704827046965753
"YER121W",1.55838440435405,2.61271199152143,0.00533071558134634,1.67655168020268,0.745496955319561,2.27321448850242
"YCR046C",13.8952276393302,14.6887372700438,0.67345329106669,1.05710663051446,0.0801209089395813,0.171692520409367
"YKL204W",20.0137327019608,20.5775864652891,0.733786149513856,1.02817334336003,0.0400835140684057,0.134430489972376
